사업장명,좌표정보(X),좌표정보(Y),도로명주소,병상수,입원실수,의료인수,cluster,혼잡도,hpid_x,dutyName_x,dutyAddr_x,hpid_y,dutyName_y,dutyAddr_y,hpid,dutyName,dutyAddr
연세오케이병원,204112.385802701,470126.308249477,"경기도 의정부시 경의로 107, 2~6(일부제외)층 (의정부동)",65.0,19.0,33.0,0,보통,,,,,,,,,
학교법인 을지학원 의정부을지대학교병원,204511.986520007,472242.407803342,"경기도 의정부시 동일로 712, 을지대학교 의정부캠퍼스 및 부속병원 (금오동)",741.0,224.0,1050.0,1,여유,,,,,,,,,
연세고든병원,208436.880902864,471310.707482348,"경기도 의정부시 천보로 44, 5~6층 (민락동)",71.0,20.0,36.0,0,보통,,,,,,,,,
연세베스트병원,204147.354843753,469350.024246307,"경기도 의정부시 평화로 389, 2~8층 (호원동)",62.0,18.0,27.0,0,보통,,,,,,,,,
평촌서울나우병원,197405.461145835,432648.10838173,"경기도 안양시 동안구 시민대로 372, 평촌서울나우병원 (관양동)",95.0,29.0,102.0,0,여유,,,,,,,,,
시대병원,195955.054060155,429459.646371662,"경기도 안양시 동안구 엘에스로 37, 2~5층 (호계동)",37.0,11.0,8.0,0,혼잡,,,,,,,,,
의료법인 토마스의료재단 안양윌스기념병원,196232.061341684,430078.441831822,"경기도 안양시 동안구 경수대로 560, 안양남부새마을금고 2-8층 (호계동)",100.0,17.0,102.0,0,여유,,,,,,,,,
더만족병원,180629.671028766,444574.65824914,경기도 부천시 원미구 계남로 310 (중동),64.0,16.0,34.0,0,여유,,,,,,,,,
부천21세기병원,180069.078164006,442402.13038558,"경기도 부천시 소사구 경인로 180, 2층,3층 (심곡본동)",57.0,17.0,36.0,0,여유,,,,,,,,,
수목부천병원,180480.705338028,442664.19813911,"경기도 부천시 원미구 부일로 448, 프리존 빌딩 6,7층 601,607,608,701,707,708호 (심곡동)",99.0,36.0,14.0,0,혼잡,,,,,,,,,
부천서울어린이병원,178522.440963093,444945.755024196,"경기도 부천시 원미구 송내대로265번길 19, 4,5층 (상동, 대신프라자)",56.0,39.0,22.0,0,보통,,,,,,,,,
스마튼병원,180132.698051622,444778.4052607,"경기도 부천시 원미구 신흥로 240 (중동, 스마튼병원)",48.0,11.0,31.0,0,여유,,,,,,,,,
오정본병원,182644.229615937,447285.305858252,"경기도 부천시 오정구 소사로 801, 소사로 790 2층~3층 (원종동)",51.0,12.0,22.0,0,보통,,,,,,,,,
인본병원,178156.560320666,444798.495006961,"경기도 부천시 원미구 상동로 90, 메가플러스빌딩 504,504-2,505,508일부호 (상동)",48.0,12.0,32.0,0,여유,,,,,,,,,
생생병원,181632.547692777,442226.309838469,"경기도 부천시 소사구 경인옛로 3 (소사본동, 소사메디파크 5~8층)",64.0,15.0,58.0,0,여유,,,,,,,,,
디딤병원,180737.161680102,442764.789152519,"경기도 부천시 원미구 부천로29번길 7, 부천메디컬프라자 5~10층 (심곡동)",53.0,16.0,18.0,0,보통,,,,,,,,,
연세제일병원,181320.347649005,446431.087455746,"경기도 부천시 원미구 삼작로 252, 정남프라자 2층일부,4층일부,5층 (도당동)",51.0,15.0,5.0,0,혼잡,,,,,,,,,
건주병원,183621.08302073,442520.86386147,"경기도 부천시 소사구 경인로536번길 27, 메디슨167 3,4,5층 (괴안동)",61.0,18.0,50.0,0,여유,,,,,,,,,
건강한세상의료생협 참빛병원,181151.163696931,446396.77464979,"경기도 부천시 원미구 수도로 202, 은성프라자 1층일부, 2층일부, 3층 (도당동)",50.0,17.0,11.0,0,혼잡,,,,,,,,,
성모힐병원,178434.789729485,442398.265795739,"경기도 부천시 소사구 경인로 17, 지하1층~지상5층 (송내동)",119.0,35.0,36.0,0,혼잡,,,,,,,,,
새울병원,182158.975028666,440442.683434416,"경기도 부천시 소사구 소사로 80, 한일프라자 2,3,4,5,6층 (소사본동)",39.0,12.0,24.0,0,여유,,,,,,,,,
마리안나병원,186868.213168204,441373.497278739,"경기도 광명시 광명로 844, 마리안나병원 (광명동)",89.0,45.0,37.0,0,보통,,,,,,,,,
광명다시선병원,189489.952176307,438456.261162102,"경기도 광명시 오리로 518, CL Tower 7,8,9,10층 (소하동)",125.0,34.0,43.0,0,보통,,,,,,,,,
광명새움병원,189489.952176307,438456.261162102,"경기도 광명시 오리로 518, 3~6층 (소하동)",55.0,14.0,49.0,0,여유,,,,,,,,,
아이원병원,189752.310215434,438424.963977542,"경기도 광명시 소하로75번길 10, 3~8층 (소하동)",72.0,42.0,39.0,0,여유,,,,,,,,,
광명기대찬병원,188049.387593208,441552.688225066,"경기도 광명시 오리로 872, 1-2, 4-7층 (철산동)",30.0,9.0,13.0,0,보통,,,,,,,,,
중앙대학교광명병원,189829.860259128,435826.835830008,경기도 광명시 덕안로 110(일직동),695.0,227.0,1325.0,1,여유,A2118788,중앙대학교광명병원,경기도 광명시 덕안로 110(일직동),A2118788,중앙대학교광명병원,경기도 광명시 덕안로 110(일직동),A2118788,중앙대학교광명병원,경기도 광명시 덕안로 110(일직동)
평택우리병원,210041.453518562,388587.585426547,"경기도 평택시 비전5로 20-18, 가로수빌딩 1~4층 1층(102호),2층~4층호 (비전동)",61.0,17.0,60.0,0,여유,,,,,,,,,
의료법인 양진의료재단 평택성모병원,206528.12628095,389641.576158318,경기도 평택시 평택로 284 (세교동),366.0,100.0,420.0,2,여유,,,,,,,,,
평택비전병원,210129.033166995,388987.006631937,경기도 평택시 비전4로 47 (비전동),74.0,19.0,10.0,0,혼잡,,,,,,,,,
스마일본병원,210139.748022166,388891.177114226,"경기도 평택시 비전5로 37, 3층~6층 (비전동)",82.0,22.0,21.0,0,혼잡,,,,,,,,,
서울제일병원,205477.292589627,397556.726063973,"경기도 평택시 지산로 70, 2-7층 (지산동)",108.0,26.0,27.0,0,혼잡,,,,,,,,,
평택21세기병원,210109.777897254,387632.108077604,경기도 평택시 중앙로 288 (합정동),98.0,23.0,32.0,0,보통,,,,,,,,,
한강연세병원,204627.813086659,486550.110377639,경기도 동두천시 평화로2169번길 24 (송내동),70.0,19.0,5.0,0,혼잡,,,,,,,,,
박진영병원,184794.753782825,423438.458688208,"경기도 안산시 단원구 광덕대로 181, BYC안산고잔동빌딩 2,6,7층 일부층 507,508,602호 (고잔동)",67.0,18.0,47.0,0,여유,,,,,,,,,
케이에스병원,185048.747717385,424130.056197708,"경기도 안산시 단원구 고잔로 54, 203,302~303호 (고잔동, 에이스타워)",34.0,11.0,10.0,0,혼잡,,,,,,,,,
기둥병원,187852.53559403,422244.178054338,"경기도 안산시 상록구 상록수로 34, 뉴라성관광호텔 2층 일부, 3 층 (본오동)",61.0,16.0,19.0,0,혼잡,,,,,,,,,
의료법인서전의료재단한사랑병원,186493.44385095,422800.614800288,경기도 안산시 상록구 광덕1로 345 (이동),64.0,23.0,53.0,0,여유,,,,,,,,,
고든병원,185295.084553074,424099.171349268,"경기도 안산시 단원구 고잔로 76, 영풍빌딩 408일부,501~502,505,505-1,506호 (고잔동)",45.0,14.0,35.0,0,여유,,,,,,,,,
제이케이병원,185750.479003055,425435.119267874,"경기도 안산시 단원구 예술대학로4길 10, 지하1, 1~3층 (고잔동, 지디스요양원)",45.0,10.0,14.0,0,혼잡,,,,,,,,,
클래스병원,184620.497111014,424043.902881011,"경기도 안산시 단원구 적금로1길 11, SR노빌리안 3~8층 1층(101~103)호 (고잔동)",145.0,44.0,90.0,0,여유,A2119939,클래스병원,"경기도 안산시 단원구 적금로1길 11, SR노빌리안 3~8층 1층(101~103)호 (고잔동)",A2119939,클래스병원,"경기도 안산시 단원구 적금로1길 11, SR노빌리안 3~8층 1층(101~103)호 (고잔동)",A2119939,클래스병원,"경기도 안산시 단원구 적금로1길 11, SR노빌리안 3~8층 1층(101~103)호 (고잔동)"
안산 마루병원,186793.984964404,423015.718031014,"경기도 안산시 상록구 광덕1로 385, 엔타운 5~7층 (이동)",127.0,33.0,57.0,0,보통,,,,,,,,,
열린외과병원,184795.69117454,424336.224294956,"경기도 안산시 단원구 화랑로 376, B1 일부, 2~4층 (고잔동)",35.0,10.0,17.0,0,보통,,,,,,,,,
의료법인성광의료재단일산차병원,180159.813474529,461339.112684055,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",299.0,130.0,647.0,2,여유,A2116972,의료법인성광의료재단일산차병원,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",A2116972,의료법인성광의료재단일산차병원,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",A2116972,의료법인성광의료재단일산차병원,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)"
고양휴메디병원,188978.929411932,460603.564479308,"경기도 고양시 덕양구 원흥3로 6-17, 3층~7층 (원흥동)",199.0,54.0,61.0,2,혼잡,,,,,,,,,
원흥아이제일병원,188816.104803012,460987.264403218,"경기도 고양시 덕양구 권율대로 685, SIB타워 9,10층 (원흥동)",55.0,34.0,29.0,0,여유,,,,,,,,,
서울척탑병원,188816.104803012,460987.264403218,"경기도 고양시 덕양구 권율대로 685, SIB타워 6층,7층 ,803~808호 (원흥동)",68.0,19.0,45.0,0,여유,,,,,,,,,
다병원,186421.557345025,457356.095590639,"경기도 고양시 덕양구 서정마을로 5, 행신프라자 3~7층 (행신동)",41.0,13.0,10.0,0,혼잡,,,,,,,,,
연세나을병원,180306.332766803,460922.163764663,"경기도 고양시 일산동구 장백로 174, 지하1층~지상10층 (장항동)",99.0,41.0,27.0,0,혼잡,,,,,,,,,
연세강인병원,184983.790262087,458829.949981273,"경기도 고양시 덕양구 화중로 50, 4,5,6층 (화정동)",85.0,16.0,17.0,0,혼잡,,,,,,,,,
일산하이병원,180578.974778596,464483.751987846,경기도 고양시 일산동구 고양대로 761 (중산동),76.0,18.0,19.0,0,혼잡,,,,,,,,,
연세마두병원,180411.090858326,461078.7300066,"경기도 고양시 일산동구 강석로 123 (마두동, 뉴삼창마트)",105.0,18.0,31.0,0,혼잡,,,,,,,,,
연세항맥병원,178947.014183837,463157.053722125,"경기도 고양시 일산서구 강성로 121, 일산삼희프라자 301~6,309~11호 (주엽동)",36.0,14.0,6.0,0,혼잡,,,,,,,,,
포인트병원,178747.080216502,463221.556764707,"경기도 고양시 일산서구 중앙로 1448 (주엽동, 2층~5층)",61.0,15.0,33.0,0,여유,,,,,,,,,
케이제노셀병원,190566.60434071,455345.355356615,"경기도 고양시 덕양구 향기로 119, Urban place 5~7층 (향동동)",35.0,14.0,16.0,0,보통,,,,,,,,,
구리센트럴병원,212640.806781549,455006.350386873,"경기도 구리시 검배로 46, 굿빌딩(3,4,6~9,11,12층) (수택동)",93.0,23.0,30.0,0,보통,,,,,,,,,
오케이참병원,212117.612552482,456344.486297734,"경기도 구리시 건원대로 95, 3,4,5,6층 (인창동, 인창프라자)",68.0,19.0,12.0,0,혼잡,,,,,,,,,
좋은아침병원,211516.939409525,455350.443046615,"경기도 구리시 경춘로 144, 좋은아침빌딩 지하1~지상5층 (교문동)",88.0,17.0,67.0,0,여유,,,,,,,,,
행복한외과병원,212870.428947542,454794.726859975,"경기도 구리시 검배로 78 (수택동, 행복한외과)",38.0,15.0,6.0,0,혼잡,,,,,,,,,
국군구리병원,210477.353246929,456427.616381704,"경기도 구리시 인창2로 177 (인창동, 국군구리병원)",42.0,12.0,82.0,0,여유,,,,,,,,,
아이맘어린이병원,213428.814322326,457829.512215219,"경기도 남양주시 다산중앙로 105-8, 성산플레이스 4차 3~5층,10층 (다산동)",71.0,46.0,14.0,0,혼잡,,,,,,,,,
서울에이스병원,213299.72400545,458148.941649184,"경기도 남양주시 다산중앙로145번길 9, 에이스병원 2~7층 402호 제외호 (다산동)",70.0,20.0,48.0,0,여유,,,,,,,,,
엘병원,212384.59059331,460718.517347065,"경기도 남양주시 퇴계원읍 퇴계원로 20, 지하2~지상7층 일부제외호",156.0,44.0,106.0,2,여유,A2118188,엘병원,"경기도 남양주시 퇴계원읍 퇴계원로 20, 지하2~지상7층 일부제외호",A2118188,엘병원,"경기도 남양주시 퇴계원읍 퇴계원로 20, 지하2~지상7층 일부제외호",A2118188,엘병원,"경기도 남양주시 퇴계원읍 퇴계원로 20, 지하2~지상7층 일부제외호"
삼성바른병원,226071.095671936,461191.878870617,"경기도 남양주시 화도읍 경춘로 1872, 2~4층",65.0,21.0,25.0,0,보통,,,,,,,,,
진접 한양병원,216336.473260368,467638.784627414,"경기도 남양주시 진접읍 해밀예당1로 28, 진접농협 2층, 3층",71.0,32.0,26.0,0,보통,,,,,,,,,
누네안과병원,216336.473260368,467638.784627414,"경기도 남양주시 진접읍 해밀예당1로 28, 진접농협 4층, 5층 501호",30.0,14.0,21.0,0,여유,,,,,,,,,
국민최상병원,221173.580221594,461112.534975419,경기도 남양주시 경춘로 1342 (평내동),40.0,13.0,20.0,0,보통,,,,,,,,,
혜성병원,220961.424316632,460887.810846891,"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",147.0,48.0,50.0,0,보통,,,,,,,,,
다산청아람어린이병원,213712.2584925,458170.929566794,"경기도 남양주시 다산순환로 349, 3~5층 (다산동)",59.0,39.0,20.0,0,보통,,,,,,,,,
하나소아청소년과병원,221365.019315782,461326.761556667,"경기도 남양주시 늘을1로16번길 25, 성보빌딩 4층, 10층층 (호평동)",41.0,25.0,14.0,0,보통,,,,,,,,,
히어로병원,215564.751413915,461840.452565837,경기도 남양주시 진건읍 사릉로442번길 15,75.0,16.0,6.0,0,혼잡,,,,,,,,,
의료법인혜수의료재단베리굿병원,209916.250321232,460844.848417585,"경기도 남양주시 별내5로5번길 5, 지앤지프라자 3~7층 (별내동)",45.0,11.0,21.0,0,보통,,,,,,,,,
다산의료소비자생활협동조합정석소아청소년과병원,217803.66538088,468707.744549913,"경기도 남양주시 진접읍 해밀예당1로 221, 6,7,8층 (지안빌딩)",34.0,17.0,9.0,0,혼잡,,,,,,,,,
휴메디병원,216840.97137281,469322.672860596,"경기도 남양주시 진접읍 금강로1521번길 1, 2,3,4층",88.0,16.0,11.0,0,혼잡,,,,,,,,,
서울어린이병원,206420.892586267,404630.267352849,경기도 오산시 경기대로 209 (원동),85.0,54.0,26.0,0,혼잡,,,,,,,,,
버팀병원,206499.470006139,405283.252464651,"경기도 오산시 경기대로 274, B1,1,2,3,5층 (오산동)",99.0,27.0,40.0,0,보통,,,,,,,,,
조은오산병원,205987.868803126,405822.412321036,경기도 오산시 오산로 307 (오산동),206.0,57.0,86.0,2,보통,A2114449,조은오산병원,경기도 오산시 오산로 307 (오산동),A2114449,조은오산병원,경기도 오산시 오산로 307 (오산동),A2114449,조은오산병원,경기도 오산시 오산로 307 (오산동)
삼성본병원,205393.685331078,409919.328262392,"경기도 오산시 북삼미로 175, 삼성본병원 A동 및 B동 (외삼미동)",70.0,20.0,77.0,0,여유,,,,,,,,,
송호욱병원,205647.234260691,407516.829454405,"경기도 오산시 내삼미로79번길 19, 6층~8층, 10층 (수청동)",36.0,9.0,17.0,0,보통,,,,,,,,,
웰봄병원,205620.013676842,407646.209154029,"경기도 오산시 경기대로 534, 3층 303호, 5~10층 (수청동)",59.0,35.0,34.0,0,여유,,,,,,,,,
평안한사랑병원,203668.201389907,409352.915769246,"경기도 오산시 수목원로 606, 오산세교CL타워 6층 (세교동)",120.0,22.0,5.0,0,혼잡,,,,,,,,,
삼성본어스병원,181769.094803804,438790.736716176,경기도 시흥시 은계중앙로306번길 82(대야동),65.0,21.0,28.0,0,보통,,,,,,,,,
연세더바로병원,181234.740780995,437482.353710166,"경기도 시흥시 수인로 3330, 301호, 4~8층 (대야동)",80.0,24.0,76.0,0,여유,,,,,,,,,
일어나병원,181391.740027891,430147.948810976,"경기도 시흥시 황고개로 472, 2~5층 (장곡동)",80.0,23.0,40.0,0,보통,,,,,,,,,
웰손병원,175810.848650867,429428.537944057,"경기도 시흥시 서울대학로264번길 26-32, 배곧중앙프라자 4층 (배곧동)",54.0,16.0,40.0,0,여유,,,,,,,,,
의료법인 풍진의료재단 스마트허브병원,176050.349785259,425977.252904172,"경기도 시흥시 공단1대로 263, 스마트허브 N-CITY 지하01호, 113호~121호, 127호, 153호,호 (정왕동)",100.0,32.0,7.0,0,혼잡,,,,,,,,,
아너스힐병원,182909.365671496,429765.20388897,"경기도 시흥시 능곡번영길 20, 센텀시티Ⅱ 3~6층, 7~8층 일부호 (능곡동)",255.0,72.0,88.0,2,보통,,,,,,,,,
흥케이병원,182922.65075394,430097.802602658,"경기도 시흥시 능곡번영길 22, 더나은프라자 5~8층 (능곡동)",82.0,25.0,62.0,0,여유,,,,,,,,,
오스본병원,194175.397516959,429991.28949303,"경기도 군포시 고산로 693, 하나로빌딩 5층, 6층 401-1호, 401-2호 (산본동)",30.0,10.0,13.0,0,보통,,,,,,,,,
효산의료재단 지샘병원,195265.287882364,428515.923529867,"경기도 군포시 군포로 591 (당동, (G샘병원)군포샘병원)",389.0,93.0,514.0,2,여유,,,,,,,,,
군포성모병원,194722.081425645,427175.880144215,"경기도 군포시 용호1로2번길 47-7, 군포성모병원빌딩 1층,2층 (당동)",142.0,39.0,15.0,0,혼잡,,,,,,,,,
의료법인 의왕시티의료재단 시티병원,197876.638173403,427589.962116534,경기도 의왕시 오전천로 29 (오전동),158.0,28.0,3.0,0,혼잡,,,,,,,,,
365키즈병원,197908.118709019,432041.564963236,"경기도 의왕시 평의길 34, 5층 601-602호 (내손동)",39.0,22.0,20.0,0,여유,,,,,,,,,
미사튼튼병원,216984.005356412,451047.219850785,"경기도 하남시 미사강변동로 73, 미사강변 노블레스 7~8층 (망월동)",44.0,13.0,32.0,0,여유,,,,,,,,,
유나이티드병원,216384.482447976,450246.551674775,"경기도 하남시 미사강변대로 48, 해든마루빌딩 3, 4층일부, 5층 (풍산동)",38.0,11.0,20.0,0,여유,,,,,,,,,
청봉병원,218375.838217839,448809.412660557,"경기도 하남시 하남대로802번길 5-4, 청봉기념병원 (신장동)",53.0,18.0,18.0,0,보통,,,,,,,,,
라이프재활의학과병원,216362.529418555,450216.114723771,"경기도 하남시 미사강변대로 42, DK골드타워 2~6층 7층일부호 (풍산동)",203.0,54.0,45.0,2,혼잡,,,,,,,,,
보바스병원,217054.185457375,449931.573217082,경기도 하남시 미사강변중앙로 50 (풍산동),218.0,89.0,102.0,2,보통,,,,,,,,,
하워드힐병원,206267.514895596,419545.712920044,경기도 용인시 기흥구 흥덕2로117번길 23 (영덕동),293.0,79.0,130.0,2,보통,,,,,,,,,
이음병원,206433.718452754,419211.031771227,"경기도 용인시 기흥구 흥덕1로 97, 5층~7층 (영덕동)",145.0,34.0,21.0,0,혼잡,,,,,,,,,
린병원,205813.010886518,422073.030984759,"경기도 용인시 수지구 포은대로59번길 15 (상현동, 광교복합의료센터)",318.0,71.0,108.0,2,보통,,,,,,,,,
(의)수지의료재단 용인수지병원,207457.23245973,423870.022361978,"경기도 용인시 수지구 풍덕천로22번길 15, 지하1,지상2~6층 (풍덕천동)",148.0,58.0,14.0,2,혼잡,,,,,,,,,
조은손병원,217219.572730937,414831.300475087,"경기도 용인시 처인구 중부대로 1349, 지하1 지상3~7층 (김량장동)",72.0,14.0,35.0,0,보통,,,,,,,,,
연세프라임병원,209581.01754216,421640.565160052,"경기도 용인시 기흥구 용구대로 2355 (마북동, 용인프라임병원)",77.0,16.0,38.0,0,보통,,,,,,,,,
김상수병원,210696.022462022,421283.214082481,"경기도 용인시 기흥구 구성로 111, 채러티디벨로퍼(주) 2-4층 (언남동)",36.0,11.0,5.0,0,혼잡,,,,,,,,,
서울예스병원,209623.042343449,425319.935213878,"경기도 용인시 수지구 용구대로 2736, 영일죽전빌딩 (죽전동)",99.0,23.0,102.0,0,여유,,,,,,,,,
광교참좋은병원,206040.234431387,421761.364192741,"경기도 용인시 수지구 광교중앙로 311, 우리상가 3층~9층 (상현동)",127.0,34.0,30.0,0,혼잡,,,,,,,,,
동백성루카병원,213281.315382226,418206.435554658,경기도 용인시 기흥구 동백죽전대로 315-29 (중동),40.0,28.0,42.0,0,여유,,,,,,,,,
용인제일메디병원,220212.474814183,419234.527919803,경기도 용인시 처인구 포곡읍 포곡로210번길 21-11,200.0,66.0,72.0,2,보통,,,,,,,,,
에제르병원,223349.757784535,415469.818306015,경기도 용인시 처인구 양지읍 양주로 165,79.0,35.0,7.0,0,혼잡,,,,,,,,,
용인연세병원,212259.330387287,419160.361272623,경기도 용인시 기흥구 어정로 85(상하동),99.0,27.0,32.0,0,보통,,,,,,,,,
바로웰병원,210308.208893341,425478.113279402,"경기도 용인시 수지구 현암로 72, 지하1층~4층 (죽전동)",138.0,36.0,74.0,0,여유,,,,,,,,,
올리브병원,213112.942409864,418896.56618353,"경기도 용인시 기흥구 동백죽전대로 361, 가동 지하1,지상2,3층 (중동)",65.0,50.0,22.0,0,보통,,,,,,,,,
새기준병원,219054.811996826,414646.395494034,경기도 용인시 처인구 중부대로 1539 (마평동),41.0,11.0,20.0,0,보통,,,,,,,,,
용인아이들병원,209678.529827953,421669.737135212,"경기도 용인시 기흥구 용구대로 2354, 3층 301호 (마북동)",45.0,27.0,25.0,0,여유,,,,,,,,,
라벤더힐병원,202952.489775864,428614.541863305,경기도 용인시 수지구 이종무로203번길 33 (고기동),82.0,49.0,32.0,0,보통,,,,,,,,,
메디필드한강병원,217774.903307083,414848.291964864,경기도 용인시 처인구 금령로39번길 8-6 (김량장동),207.0,52.0,144.0,2,여유,A2121142,메디필드한강병원,경기도 용인시 처인구 금령로39번길 8-6 (김량장동),A2121142,메디필드한강병원,경기도 용인시 처인구 금령로39번길 8-6 (김량장동),A2121142,메디필드한강병원,경기도 용인시 처인구 금령로39번길 8-6 (김량장동)
파주시티재활병원,179349.516188193,472107.243860378,"경기도 파주시 금빛로 19, 파주프라임타워 2~7층 (금촌동)",135.0,44.0,64.0,0,보통,,,,,,,,,
메디인병원,179436.236487642,473245.145106091,경기도 파주시 금릉역로 190(금촌동),219.0,73.0,162.0,2,여유,A2100131,메디인병원,경기도 파주시 금릉역로 190(금촌동),A2100131,메디인병원,경기도 파주시 금릉역로 190(금촌동),A2100131,메디인병원,경기도 파주시 금릉역로 190(금촌동)
달리자병원,178905.857514556,469196.076302023,"경기도 파주시 경의로 1204, 월드타워 10차 6,7,8층 (와동동)",53.0,22.0,21.0,0,보통,,,,,,,,,
연세오상병원,179030.016632932,469677.362217903,"경기도 파주시 책향기로 830, 월드스퀘어 3,4층 (와동동)",43.0,14.0,5.0,0,혼잡,,,,,,,,,
운정와이즈병원,178669.927419408,469645.093298959,"경기도 파주시 금바위로 50, 2~7,10,11층 (와동동)",95.0,47.0,81.0,0,여유,,,,,,,,,
브이아이씨365병원,179105.025387634,469670.991209011,"경기도 파주시 책향기로 836, 3,4,5층 (와동동)",40.0,25.0,33.0,0,여유,,,,,,,,,
인본병원,176648.742549707,469588.400880188,"경기도 파주시 청암로17번길 31, 3~8층 (목동동)",145.0,42.0,45.0,0,혼잡,,,,,,,,,
다나아병원,186690.734441412,475199.88552319,경기도 파주시 광탄면 큰여울길 20-16,51.0,11.0,6.0,0,혼잡,,,,,,,,,
미소래 여성병원,180080.453984394,472781.271424737,"경기도 파주시 금정7길 29, 미소래병원 (금촌동)",30.0,19.0,9.0,0,혼잡,,,,,,,,,
무척조은병원,180656.661295798,484619.970577927,경기도 파주시 문산읍 방촌로 1675-20,99.0,29.0,26.0,0,혼잡,A2100083,무척조은병원,경기도 파주시 문산읍 방촌로 1675-20,A2100083,무척조은병원,경기도 파주시 문산읍 방촌로 1675-20,A2100083,무척조은병원,경기도 파주시 문산읍 방촌로 1675-20
파주미래아동병원,177437.662520252,467771.910454094,"경기도 파주시 와석순환로 133, 5,6층 (동패동, 형성프라자)",44.0,27.0,19.0,0,보통,,,,,,,,,
파주한빛병원,175349.870472825,474640.294229502,경기도 파주시 탄현면 평화로574번길 17,200.0,53.0,4.0,2,혼잡,,,,,,,,,
기대플러스병원,176692.468336196,469612.964248483,"경기도 파주시 청암로17번길 33, 3,4층 (목동동, 현대메디칼프라자)",37.0,13.0,17.0,0,보통,,,,,,,,,
추새로병원,239271.029231516,420038.926118997,"경기도 이천시 영창로 189, 3~8층 (창전동)",86.0,20.0,11.0,0,혼잡,,,,,,,,,
한강아이제일병원,171813.68118138,460422.61361795,"경기도 김포시 김포한강11로 133, 중앙프라자 2,3,5층 (운양동)",61.0,40.0,22.0,0,보통,,,,,,,,,
유앤제이병원,167067.214640712,461369.235098312,"경기도 김포시 양촌읍 양곡2로 30, 2,3층 (김포메디컬시티)",46.0,13.0,17.0,0,보통,,,,,,,,,
김포다조은병원,164662.881212184,465308.17241651,경기도 김포시 통진읍 김포대로 2214,60.0,18.0,23.0,0,보통,,,,,,,,,
아너스힐병원,165408.796992948,464676.970996859,"경기도 김포시 통진읍 흥신로 320-10, 아너스힐병원",177.0,54.0,40.0,2,혼잡,,,,,,,,,
김포에이치(H)병원,166677.313331729,460125.311667818,"경기도 김포시 김포한강8로 412, 5-9, 11층 (구래동)",191.0,50.0,48.0,2,혼잡,,,,,,,,,
김포아이제일병원,166979.003897802,460200.559820393,"경기도 김포시 김포한강8로 382, 6,7,8,11층 (구래동)",86.0,53.0,34.0,0,보통,,,,,,,,,
연세더바른병원,166708.693536204,460397.294027501,"경기도 김포시 김포한강4로 543, 지오프라자 3,4층 (구래동)",47.0,15.0,18.0,0,보통,,,,,,,,,
마디척병원,173812.540825827,458693.750204598,경기도 김포시 북변중로 127 (북변동),43.0,16.0,25.0,0,여유,,,,,,,,,
국립교통재활병원,245783.789494878,443185.788366545,경기도 양평군 양평읍 중앙로 260,273.0,94.0,157.0,2,여유,,,,,,,,,
원주연세병원,283550.429134371,428716.135471866,"강원특별자치도 원주시 원일로 230, 지하1~지상4층 (학성동)",128.0,40.0,26.0,0,혼잡,,,,,,,,,
의료법인 명지의료재단 명지병원,309552.627113032,407551.197193625,"충청북도 제천시 내토로 991-0 (고암동,의료법인명지의료재단명지병원)",221.0,50.0,207.0,2,여유,,,,,,,,,
의료법인 성지의료재단 제천성지병원,307778.767456052,406338.443344888,충청북도 제천시 의림대로 284 (청전동),93.0,27.0,26.0,0,혼잡,,,,,,,,,
천안21세기병원,212230.099119945,370584.458871615,충청남도 천안시 서북구 부성6길 39-11 (두정동),40.0,10.0,18.0,0,보통,,,,,,,,,
앙즈로여성병원,209473.328854003,367678.58844942,"충청남도 천안시 서북구 불당33길 1, 외1(불당25로104) (불당동)",46.0,25.0,24.0,0,여유,,,,,,,,,
천안리턴병원,209712.890694003,368783.731868105,"충청남도 천안시 서북구 불당23로 73-27, 2층,3층 2층(217~222)호 (불당동)",110.0,31.0,48.0,0,보통,,,,,,,,,
천안다나힐병원,214090.92969049,368733.077074382,충청남도 천안시 동남구 터미널3길 5(신부동),66.0,28.0,13.0,0,혼잡,,,,,,,,,
나은필병원,214154.428994045,368636.757402299,"충청남도 천안시 동남구 만남로 64, 1층일부,4~9층 (신부동)",170.0,53.0,114.0,2,여유,A2402812,나은필병원,"충청남도 천안시 동남구 만남로 64, 1층일부,4~9층 (신부동)",A2402812,나은필병원,"충청남도 천안시 동남구 만남로 64, 1층일부,4~9층 (신부동)",A2402812,나은필병원,"충청남도 천안시 동남구 만남로 64, 1층일부,4~9층 (신부동)"
돋움병원,211995.525599993,369196.041993764,충청남도 천안시 서북구 동서대로 110-23 (성정동),100.0,21.0,30.0,0,혼잡,,,,,,,,,
